Target,Tissue,growth_system,sampling_time,ABI1,ACHT5,AHK2,AOS,ARF19,AtD14 (Dwarf 14),ATERF-4,AtPAL2,CAB2,CCA1,CHS_p1,CIPK8,COP1,COR15a,CRF5,CRF6,CYP38,CYP710A1,CYP79F1,DBE,DFR,DIM,DWF4,ELIP,EMF1,EPS1,ERD10,ERD7,ETR2,FAF2 ,FEI1,FER,FIT1,FLA10,FLS1_p1,FLS2,GLK2,GST6,HY5,IAA2,IRT1,JIN1,LBD16,LHY,LPR1,MAX2,MIZ1,NHO1,NiR,NRT1,OST1,PAP1,PCK1,PDR2,PGI1,PHO2,PHOT2,PHR1,PHYA,PIF4,rbcS1A,RD29A,RRG,RUS1,SHR,SPA1,SRO5,SS1,STOP1,SUR1,TAA1,TCH1,UVR8,XTH17,XTH22,ZAT12
M.25_N_S_1,shoot,MS25,night,1.048816375,1.82670297,1.966563725,-0.39032652,7.303231375,2.205184665,3.246085955,1.09268831,-1.849713525,4.940491825,2.254626975,3.90803724,3.337531405,-1.554525405,3.43132265,5.479567425,-2.626416635,7.0650438,-0.404845115,2.48827078,2.512101965,0.42966829,3.83004694,7.55067454,4.59109032,6.99379013,4.564212935,1.062546915,6.193250725,8.20485064,-0.47620616,1.38883739,4.497582015,1.94729828,0.620505635,7.040987965,1.018754315,-2.104021715,0.838819165,2.829267125,6.51419179,-0.08607028,8.24783051,5.79892982,4.14000402,5.134398585,5.758736495,4.122231905,-0.841089475,0.104310595,3.812372305,5.130573235,1.34116593,2.352461895,-2.459560555,4.599603085,-1.08072856,5.907546855,2.294786735,0.0943475,-5.798129455,0.51328912,1.387875135,4.212424375,4.24337923,1.10044154,3.88620898,0.165362185,2.83736743,1.778699305,2.01067727,0.666358195,0.153627985,4.184848455,0.615376315,3.866655445
M.25_N_S_2,shoot,MS25,night,1.047474435,2.378040795,2.44314594,-0.51201526,5.078254125,1.940421785,3.83063175,1.456321175,-0.576067005,7.143049665,1.980027695,2.86549493,4.95894076,-1.625242805,3.757557425,5.39676573,-2.29816127,9.76188546,-0.766713395,1.766085705,1.965782595,0.719228915,5.01561274,5.582403935,4.206299455,4.95237412,3.735677515,0.613846265,5.683614745,7.912471755,-0.113710645,1.19265117,5.71922213,2.688941945,1.08046332,5.29280021,1.207234685,-1.822497815,1.277629495,3.329352385,9.72629825,0.430405105,11.45993697,4.49714741,4.776798285,4.56820161,8.34064234,3.96348299,-0.70477402,0.13371808,3.74856773,5.10941576,1.13645664,2.941560625,-1.44888097,3.12903577,-0.94515018,4.38018387,2.36011223,0.91478304,-5.851537815,0.204965065,2.24834737,3.70196248,4.139185035,1.501446665,8.620058125,0.4531546,2.956191,1.455343385,3.074324485,0.488059265,0.145662565,4.977925735,2.914032365,5.65121753
M.25_N_S_3,shoot,MS25,night,0.933159055,2.41253593,2.362264385,-0.140503705,4.682618705,1.7854535,4.13638191,1.02958749,-1.414243805,7.18310195,1.846549975,3.18436861,4.2555701,-1.75491375,3.85877699,5.62248208,-2.339515755,9.042901885,-0.19770814,1.46377802,2.4315989,0.254516895,4.17709779,4.58099943,3.851286075,5.636338965,4.11691871,0.88626452,6.464237855,7.359404395,-0.717108415,0.652993825,5.43817538,2.166710435,0.967773555,6.53805707,0.82652567,-1.877798435,1.42071356,3.978944855,9.958651995,0.9075228,11.69229071,4.74042129,4.503510345,4.274167,7.12400785,4.215859575,-1.392622425,0.263349015,3.568877405,5.42226823,1.049179195,2.546079375,-2.01232778,2.957453225,-1.100802295,5.32721549,2.03570552,0.609442105,-5.884153192,-0.145073135,2.39105134,3.29283472,3.85363957,1.492997865,7.58182844,-0.00020794,2.796140385,1.349949345,2.48103423,0.535806315,0.051423535,4.315644245,3.584014385,5.952358855
P_D_S_1,shoot,pot,day,2.032458896,2.074920526,2.033731646,-1.380284029,4.569966526,2.056872001,3.938527141,-0.887632574,-2.487576434,1.429867626,-0.148552969,3.427537771,5.090265261,2.616190241,3.124479171,4.529422471,-1.911807284,8.142113116,-0.515617839,3.061221081,-0.165787504,0.267162336,5.257012051,4.947092671,4.752521816,5.890675491,5.410943616,3.268511571,6.105635416,8.526897206,-0.919008289,1.383255736,5.082677486,2.681453586,-0.628042054,6.625233406,-0.350199869,-2.135683359,0.872270551,2.032770506,8.972355601,-1.243899224,10.70599432,-3.148119469,4.884114121,4.259633901,6.568035961,5.062637961,-1.608631359,-0.352188264,3.892328466,3.101061541,0.459603596,3.172689481,-1.671773624,3.249382471,-0.938808824,5.580201691,1.748798776,5.800102776,-5.488029272,3.168199801,3.177295861,4.069774316,3.468766661,0.987114546,8.088668486,2.188830706,3.335116991,1.011778736,4.053899296,2.232065146,1.436173451,5.877972981,1.959717951,3.597880301
P_D_S_2,shoot,pot,day,1.992188615,2.5039035,1.90817043,0.51372619,4.48093783,2.2227142,3.6439136,-0.66895277,-2.785549041,1.304481775,0.048393479,3.160235835,4.78272478,2.358712535,3.50818263,4.656025185,-2.058677631,8.99756085,1.687950475,2.96716992,2.114523735,0.814005445,4.7071541,3.954983425,4.66133881,6.011333845,5.625961165,3.432579255,7.02730826,8.234645295,-0.757828771,1.674935965,5.118694385,3.47437805,-0.224269501,6.61277297,-0.05999355,-1.958334021,0.977979825,2.20928947,9.65653168,1.876495945,11.3901704,-3.118531321,5.229004615,5.012157535,8.33121848,4.417080835,-1.998264376,0.07973548,3.512326355,6.303491645,1.2306418,3.0870188,-1.524027196,3.565994785,-0.706399906,5.02690604,1.988432455,6.376782295,-5.604302293,3.511619315,3.214640255,3.79079258,3.94205069,1.21618513,9.468359505,2.172412465,2.866145325,2.192818735,4.90162496,2.3074191,1.7279451,4.64783997,3.33618033,4.42216721
P_D_S_3,shoot,pot,day,2.296121135,2.27140366,1.417189835,0.458901845,5.268272925,2.42871391,5.375162255,-0.59811306,-2.731436425,1.62053032,0.163185405,3.197001165,3.892101875,1.78926587,3.36051455,4.680936235,-2.67207502,7.174089035,1.500529695,3.10391703,2.03208786,0.83173394,4.29042084,5.15386939,5.14490561,6.92454771,4.85561124,2.757154145,6.784384245,7.268163845,-0.9219367,1.81636231,4.497182415,3.8218514,-0.462087125,7.736528395,-0.23816259,-2.226369255,0.31477016,2.009469685,7.020538425,2.0515393,8.754177145,-3.1769215,5.464346075,5.38608309,6.400567765,4.52311194,-1.59241299,-0.12469291,3.690037945,5.71317532,0.915294795,3.24379974,-1.930633825,3.371539095,-0.98665159,7.11668701,2.46782592,5.70671502,-5.81781901,3.09051991,2.380072625,3.609146125,3.41451033,1.127823665,7.287493315,2.381808515,3.103577385,2.352754135,4.53319402,2.45021374,1.624612255,4.45791876,1.33478889,5.305943085
P_N_S_1,shoot,pot,night,0.632164372,2.522872157,2.153528482,-0.302683458,4.632677427,2.102357852,3.244215107,1.000331177,-1.530563703,6.572069552,1.899671972,3.035808602,4.404058582,-1.736110023,2.951322792,5.051313477,-2.223648263,10.02527379,-0.258771158,1.587410842,3.069434887,0.137881587,3.808183642,4.569284657,4.203788757,5.205521292,3.789169697,0.702095237,5.804060587,7.223984332,-0.616380348,0.756338987,4.635593162,2.398678432,0.563985507,5.416765987,0.924657677,-1.724832163,1.138196762,3.392041477,7.952973202,0.011289582,9.973136527,4.855371837,5.691496457,4.454248107,8.079564672,4.325073422,-0.313718683,0.251927012,3.888509677,4.645861417,0.903431047,2.343819827,-1.770928468,3.060201557,-1.063903578,4.985531127,2.138493242,0.326447767,-5.400243108,0.227815727,2.173655657,3.114676052,3.959114617,1.215553022,7.964655817,0.549328317,3.093265707,1.163730872,3.242519997,0.459989057,0.165944597,3.830628222,2.931725607,4.301971157
P_N_S_2,shoot,pot,night,0.270887049,3.435652349,2.012069349,-0.494730691,4.585212669,2.210261089,3.454714469,0.953982434,-1.435871701,6.705349164,1.359559004,2.540432914,3.777182344,-2.520289731,3.282633089,4.404779564,-2.506605636,8.251131964,-0.515324116,1.820431554,2.800605874,0.293442014,3.372289274,4.698841774,4.717627804,7.923061974,3.202847344,0.519761819,6.883365804,8.466040809,-0.669727986,1.164597784,4.592652254,2.175116629,-0.094273526,5.854442269,1.379482604,-2.255611006,0.856554069,3.217591934,7.700279954,-0.400771701,9.433918674,4.524039784,5.273217799,5.128920369,7.080309294,4.808179099,-0.456069331,0.030924504,3.772258159,4.871044384,1.338553494,2.870023954,-2.324609181,3.306732159,-1.262695186,5.361132074,2.459398549,0.390366209,-5.721077649,-0.518403156,2.179009534,3.432234449,4.272572824,1.185414239,7.967234844,0.309337239,3.396322444,1.191395264,2.982275979,0.579220529,0.290807424,3.541374184,2.826366429,4.103920574
P_N_S_3,shoot,rhizotron,night,1.031514238,3.569553938,2.041257478,-1.629496633,5.179937833,2.054578468,3.602589813,0.938576433,-0.992697337,6.697120198,1.563695538,3.346881823,3.538783638,-1.285463493,3.172681953,5.366956993,-2.438139738,8.242902998,-0.411866398,2.166570353,2.025439828,0.647654158,4.336596923,5.469439743,3.666672663,5.024452068,3.820796858,0.619615008,5.727005018,6.637033333,-0.439484972,1.506550018,4.502163053,2.152788238,0.191463508,7.443583798,1.240537383,-2.316638328,1.002847208,2.861774473,7.692050988,-1.220566453,9.425689708,4.670346558,4.739625023,4.894534123,6.849353748,4.614506818,-0.548318233,-0.313305017,4.418299868,4.721475843,1.075840418,2.511865153,-2.082457068,3.699024903,-1.199887378,4.794886298,2.653690463,0.914600618,-5.684669851,0.718426463,2.023292578,3.832366168,4.745096083,1.300639198,6.715021373,0.586221508,2.754971033,1.131122613,3.725502938,0.534901158,0.152229558,4.823709483,2.775963693,2.871068028
R_D_S_1,shoot,rhizotron,day,1.837117594,2.267275174,2.003295559,0.209564144,4.723553394,2.032403644,4.272741714,-0.496850036,-2.689475131,1.320128729,0.395569809,2.715942184,4.229076819,2.337291639,3.730252239,4.920390054,-2.034191526,7.399219659,0.978513374,2.693821344,1.649376544,0.580645389,4.914925329,5.065744129,4.302416204,5.954425549,5.145921229,2.763685379,6.730097569,7.868624534,-0.823362151,1.294881384,4.703911224,3.758844239,-0.124473281,6.228500669,-0.325201631,-2.083553401,0.819312189,1.908988669,9.992088069,1.682491444,11.72572679,-3.054839211,4.841480954,4.678426124,6.966971599,4.275345334,-2.057908521,-0.080936746,3.601970784,4.893441059,0.778197039,2.754985004,-1.315028466,3.230011604,-0.572152881,4.766279519,1.770381779,6.245859659,-5.524426031,3.035209294,3.115261189,3.974389644,3.605766974,1.076759419,8.504260994,2.540552879,2.925594249,1.995180644,4.697952859,2.128651564,1.470863509,3.279538929,1.390707674,3.403342004
R_D_S_2,shoot,rhizotron,day,1.207428019,2.979296674,1.321559239,0.259499274,4.783265179,2.605730144,4.373277064,-0.270824351,-2.342691906,1.438379134,0.444043179,2.644616239,3.101143984,2.830798649,2.926629034,5.655544629,-2.281058611,5.145073344,1.084516239,3.087991509,2.101881724,0.665687169,5.185003899,4.958812884,4.896530449,5.590460114,5.626006584,2.615106444,6.688060984,7.070707719,-0.792726956,1.823443864,4.002410754,3.508086594,-0.238346506,9.694422589,-0.401376561,-2.396749296,0.725548299,1.930267249,3.763006844,0.901349139,9.411398859,-3.372840621,4.655089849,3.956612164,6.356634819,4.206020089,-2.333154001,-0.154971806,3.698981069,4.904844139,0.752348414,3.146941789,-2.029200996,3.353849454,-1.000714211,5.689974009,1.454256634,5.431402164,-5.606888776,2.783021954,2.617876649,4.352363749,3.951697304,0.878429259,6.325703234,2.720494574,3.031191544,2.312951459,3.993148394,2.702571149,1.520463189,4.514147569,2.435145679,3.269260594
R_D_S_3,shoot,rhizotron,day,1.634649542,3.332110807,1.895875612,-0.061688858,4.977214617,2.167072592,3.486459082,-0.559641123,-2.843936268,0.610380347,0.239987002,2.419500462,3.802121847,2.718708732,3.568505672,4.753935222,-2.057343098,7.404269427,0.644735837,3.116496227,1.615911112,0.374287912,4.468538712,5.401943397,4.108549227,5.889451502,4.943880772,3.423613567,6.266698072,6.722692187,-0.756522898,1.475352762,3.980165907,3.287846262,-0.091183183,5.695385662,-0.761763238,-2.305639353,1.185135897,1.616799722,6.844570552,1.076407742,11.39892382,-3.199425483,5.092976787,4.397654822,7.670901027,3.976093642,-2.601667053,-0.410108043,3.647782332,4.372194802,0.863740247,2.931242672,-1.403149198,2.748351767,-0.884733173,5.066590667,1.979625517,5.501131877,-5.79015046,3.234989702,3.153567502,3.603938677,3.593010832,0.851583732,8.556690692,2.699483237,2.876353327,2.056786737,3.763659392,2.526865062,0.995138887,3.637449862,3.731776402,4.477573007
R_N_S_1,shoot,rhizotron,night,-0.002562799,4.459095521,1.502421381,-0.682366234,6.896452351,1.371964156,4.029058006,1.263158131,-1.366938754,5.529752881,2.265927091,3.086752986,2.578387521,-3.909931734,3.457840411,5.481446711,-2.930650934,7.075535681,-1.096720599,1.328359751,2.282007056,0.421566606,3.960227501,6.865232876,5.224427421,4.345333071,3.512032801,-0.066432964,6.171153376,7.280105326,-1.033491984,1.026804116,4.585240751,1.824815111,0.309354426,7.071731836,1.113690336,-2.948745394,0.649650161,2.651549751,6.524683671,-1.072788319,8.258322391,2.944440236,4.997283491,3.311283781,5.722203741,3.790556991,-0.135768739,0.151451176,3.411975516,5.220768791,0.635308676,2.228003201,-2.686798519,2.019769126,-1.795002599,3.999158611,1.756475181,-0.030614629,-5.801942859,-1.154848784,1.910581556,2.839336071,3.723361276,0.898738771,6.791638561,0.111316851,4.084904741,0.945015651,3.775751636,0.571745201,-0.190695589,4.174930811,3.051614201,5.382916171
R_N_S_2,shoot,rhizotron,night,0.595251205,4.58806302,1.662667455,-0.28086769,5.33638097,3.162428875,4.63548969,1.85529901,-0.482695875,5.54365576,2.33690972,2.99257034,2.895597135,-3.217218815,4.197220845,5.02115572,-2.15436512,7.08943856,-0.569924735,2.75508291,3.338463075,0.82419334,3.665346515,7.557129005,4.88047365,4.47861158,3.974886605,0.91623325,5.871921215,8.2292454,-0.36432516,1.82232723,4.61515788,2.31059437,0.52964977,8.555249,1.260105445,-2.29862941,0.77157057,4.546367725,6.53858655,-0.230804645,8.27222527,5.471918555,5.995821465,4.287921985,5.91861589,4.578527395,-0.06215262,0.87472423,4.72067694,4.616696385,0.94481524,3.106303815,-2.16150964,3.12800604,-1.098525745,7.23873671,2.81400002,0.55622719,-5.437909195,-0.11479363,2.199192985,3.41939613,4.69765333,1.375405215,5.640411805,1.01789891,4.05065749,1.47824896,3.262113585,0.801075395,0.34927884,5.784763255,3.36082872,3.901274455
R_N_S_3,shoot,rhizotron,night,0.501288261,3.732867311,2.108953091,-0.453252264,4.769771751,1.942360171,4.434646211,1.009133931,-0.589277149,7.052539341,0.796648916,2.619085711,4.304627651,-3.297751181,4.067910346,5.897148311,-2.301411474,9.774976946,-0.612517899,1.531168376,2.226122881,0.264517436,4.168251006,6.242369506,4.294531546,5.070763256,3.546191576,0.582690491,5.901676186,7.652124196,-0.386540529,1.098273756,4.182751796,2.679368601,-0.100074864,6.130191271,0.795189491,-2.040335009,1.087075731,2.979912276,10.28037466,0.362205251,10.75299059,4.230489726,5.182004686,4.035126696,8.625822756,4.198671921,-0.866532834,0.243784636,3.583401931,4.223904341,0.851812026,2.607265146,-1.639877729,2.139988661,-1.283677759,4.438418911,2.404937151,1.061769551,-5.83390137,-0.648185809,2.420966521,3.599725511,4.217502021,1.284761871,7.631251481,0.517157046,2.847168711,1.292728176,3.292104276,0.559510526,-0.095093594,4.227424611,3.648699711,5.739858431
